2024-10-25 13:46:08,80.5,Parado,58
2024-10-25 13:46:23,79.0,Parado,56
2024-10-25 13:46:37,83.0,Parado,57
2024-10-25 13:46:51,81.0,Parado,60
2024-10-25 13:47:05,79.5,Parado,62
2024-10-25 13:47:19,80.5,Parado,63
2024-10-25 13:47:33,79.0,Parado,63
2024-10-25 13:47:47,78.5,Parado,64
2024-10-25 13:48:02,80.0,Parado,62
2024-10-25 13:48:16,82.0,Parado,61
2024-10-25 13:48:30,82.0,Parado,59
2024-10-25 13:48:44,82.0,Parado,59
2024-10-25 13:48:58,78.5,Parado,60
2024-10-25 13:49:12,80.0,Parado,61
2024-10-25 13:49:26,82.0,Parado,62
2024-10-25 13:49:41,79.0,Parado,63
2024-10-25 13:49:55,82.5,Parado,63
2024-10-25 13:50:09,82.0,Parado,63
2024-10-25 13:50:23,81.0,Parado,62
2024-10-25 13:50:37,80.0,Parado,60
2024-10-25 13:50:51,80.5,Parado,59
2024-10-25 13:51:06,81.5,Parado,60
2024-10-25 13:51:20,79.0,Parado,61
2024-10-25 13:51:34,80.5,Parado,62
2024-10-25 13:51:48,82.0,Parado,63
2024-10-25 13:52:02,80.5,Parado,63
2024-10-25 13:52:16,82.0,Parado,62
2024-10-25 13:52:30,81.0,Parado,62
2024-10-25 13:52:45,79.5,Parado,61
2024-10-25 13:52:59,82.5,Parado,59
2024-10-25 13:53:13,80.5,Parado,59
2024-10-25 13:53:27,80.0,Parado,61
2024-10-25 13:53:41,81.0,Parado,62
2024-10-25 13:53:55,81.0,Parado,64
2024-10-25 13:54:09,80.5,Parado,64
2024-10-25 13:54:24,78.5,Parado,64
2024-10-25 13:54:38,80.0,Parado,63
2024-10-25 13:54:52,80.0,Parado,62
2024-10-25 13:55:06,78.5,Parado,60
2024-10-25 13:55:20,80.5,Parado,59
2024-10-25 13:55:34,80.5,Parado,60
2024-10-25 13:55:49,81.0,Parado,62
2024-10-25 13:56:03,81.0,Parado,63
2024-10-25 13:56:17,80.0,Parado,64
2024-10-25 13:56:31,81.5,Parado,64
2024-10-25 13:56:45,80.0,Parado,66
